kind,path,classification,file_count,frontmatter_count,symlink
agent,/Users/steven/.agent-skills/skills/teach/agents,canonical-source,0,0,False
agent,/Users/steven/.agent-skills/skills/to-questionnaire/agents,canonical-source,0,0,False
agent,/Users/steven/.agent-skills/skills/to-spec/agents,canonical-source,0,0,False
agent,/Users/steven/.agent-skills/skills/to-tickets/agents,canonical-source,0,0,False
agent,/Users/steven/.agent-skills/skills/triage/agents,canonical-source,0,0,False
agent,/Users/steven/.agent-skills/skills/wait-what/agents,canonical-source,0,0,False
agent,/Users/steven/.agent-skills/skills/wayfinder/agents,canonical-source,0,0,False
agent,/Users/steven/.agent-skills/skills/wizard/agents,canonical-source,0,0,False
agent,/Users/steven/.agent-skills/skills/writing-beats/agents,canonical-source,0,0,False
agent,/Users/steven/.agent-skills/skills/writing-for-agents/agents,canonical-source,0,0,False
agent,/Users/steven/.agent-skills/skills/writing-fragments/agents,canonical-source,0,0,False
agent,/Users/steven/.agent-skills/skills/writing-shape/agents,canonical-source,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-06/agents,backup/archive,212,176,False
agent,/Users/steven/.agent-skills-backup-2026-08-06/agents/skill-creator/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-06/agents/skill-installer/agents,backup/archive,0,0,False
skill,/Users/steven/.agent-skills-backup-2026-08-06/skills,backup/archive,196,196,False
agent,/Users/steven/.agent-skills-backup-2026-08-06/skills/.system/imagegen/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-06/skills/.system/openai-docs/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-06/skills/.system/plugin-creator/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-06/skills/.system/skill-creator/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-06/skills/.system/skill-installer/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-06/skills/agmsg/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-06/skills/chat-history-export/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-06/skills/skill-creator/agents,backup/archive,3,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-06/skills/skill-installer/agents,backup/archive,0,0,False
skill,/Users/steven/.agent-skills-backup-2026-08-06/skills/taste-skill/skills,backup/archive,12,12,False
skill,/Users/steven/.agent-skills-backup-2026-08-18/.claude/skills,backup/archive,0,0,False
